schoolCode, schoolName, departmentCode, departmentName, departmentAbbreviation, departmentType, genderRequirement, practicalExam, notifyOrAnnounceExam, documentSubmissionDeadline, examStartDate, examEndDate, examDate1, examDate2, examDate3, announcementDate, reviewDate, chineseTest, englishTest, mathATest, mathBTest, socialTest, scienceTest, englishListeningTest, chineseMultiplier, englishMultiplier, mathAMultiplier, mathBMultiplier, socialMultiplier, scienceMultiplier, customSubjectCombination, customSubjectCombinationMultiplier, sameLevelScoreExcessSelectionOrder1, sameLevelScoreExcessSelectionOrder2, sameLevelScoreExcessSelectionOrder3, sameLevelScoreExcessSelectionOrder4, programmingConceptTest, programmingConceptTestMultiplier, programmingPracticalTest, programmingPracticalTestMultiplier, chineseScoreCalculation, englishScoreCalculation, mathAScoreCalculation, mathBScoreCalculation, socialScoreCalculation, scienceScoreCalculation, selectionScoreRatio, designatedItem1, designatedItem2, designatedItem3, designatedItem4, designatedItem5, designatedItem6, designatedItem1Test, designatedItem2Test, designatedItem3Test, designatedItem4Test, designatedItem5Test, designatedItem6Test, designatedItem1ScoreRatio, designatedItem2ScoreRatio, designatedItem3ScoreRatio, designatedItem4ScoreRatio, designatedItem5ScoreRatio, designatedItem6ScoreRatio, tieBreakerOrder1, tieBreakerOrder2, tieBreakerOrder3, tieBreakerOrder4, examFee, document1, document2, document3, document4, document5, document6, documentDescription, designatedItemDescription, remarks, enrollmentQuota, maleEnrollmentQuota, femaleEnrollmentQuota, indigenousAdditionalQuota, outlyingIslandAdditionalQuota, outlyingIslandAdditionalQuotaDescription, visionProgramAdditionalQuota, expectedExamCount, practicalExamItem1Test, practicalExamItem2Test, practicalExamItem3Test, practicalExamItem4Test, practicalExamItem5Test, practicalExamItem1Multiplier, practicalExamItem2Multiplier, practicalExamItem3Multiplier, practicalExamItem4Multiplier, practicalExamItem5Multiplier, practicalExamItem1ScoreCalculation, practicalExamItem2ScoreCalculation, practicalExamItem3ScoreCalculation, practicalExamItem4ScoreCalculation, practicalExamItem5ScoreCalculation, practicalExamScoreRatio, testResult
134,亞洲大學,134112,視光學系,視光學系,一般,--,--,2025/3/28,2025/5/7,2025/5/16,2025/5/18,,,,2025/5/28,2025/5/29,底標,底標,--,--,--,--,--,0,0,0,0,0,0,國英,3,學測國文、英文之級分總和,學測英文級分,學測國文級分,,,,,,1,1,0,0,0,0,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,面試,同級分超額篩選科目一,學測英文級分,,950,修課紀錄(A),多元表現(F、L、N),學習歷程自述(O、P、Q),,,,上列項目皆為評分項目，請準備所有資料送審。,"1.審查資料係依據學生所附之各項書面資料加以評量。
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及本學系相關知識。
3.本校將於表定時間範圍內協助調整面試時程。",本系主要培育衛福部第15類醫事人員-驗光師，提供視光專業知能與視光科學研究之接軌國際全方位教育，培養學生技能與知識並重，成為具備視光多元能力之專業人才。通過國家高考取得「驗光師」證照，可任職於視光中心、眼科、驗光所或視光相關產業(隱形眼鏡、鏡片或儀器等)。臨床操作實驗為本系學習之重點，需具一定視力及辨色能力，適合細心沉穩、個性活潑、具人際互動溝通協調能力，並能管控自身情緒者。系網https://opt.asia.edu.tw/，電話：(04)23323456#5131。,73,0,0,8,0,,0,219,,,,,,,,,,,,,,,,,國+英=18、有
134,亞洲大學,134122,聽力暨語言治療學系,聽語系,一般,--,--,2025/3/28,2025/5/7,2025/5/16,2025/5/18,,,,2025/5/28,2025/5/29,底標,底標,--,--,--,底標,--,8,5,0,0,0,3,--,0,學測國文、英文、自然之級分總和,學測自然級分,學測英文級分,學測國文級分,,,,,1,1,0,0,0,1,40,審查資料,面試,,,,,25,35,0,0,0,0,25,35,0,0,0,0,面試,學測自然級分,學測英文級分,同級分超額篩選科目一,950,修課紀錄(A),課程學習成果(B、D),多元表現(F、I、N),學習歷程自述(P、Q),,,(無),"1.審查資料係依據上傳之修課紀錄, 課程學習成果, 多元表現, 及學習歷程自述加以評量。
2.面試在評量學生的溝通能力、表達能力、邏輯分析能力、及人格特質等。
3.本系可於表定時間範圍內協助調整面試時程。","1.本系培育國考證照之「語言治療師」及「聽力師」，從事語言障礙、吞嚥障礙及聽力障礙評估與治療。學生畢業後參加「語言治療師」及「聽力師」國家專技高考，取得「語言治療師」及「聽力師」國考證照，進入醫院、復健中心、學校、早期療育機構、長期照護機構、居家照護、聽語輔具公司等工作, 更能自行開設語言治療所及聽力所, 職場明確且多元。
2.招收對象宜具備下列人格特質：喜歡與人互動、能獨立思考、具服務熱誠。
3.聽語系電話：04-23323456轉6391，聽語系網址: http://audslp.asia.edu.tw",63,0,0,5,1,1名限澎湖縣,0,189,,,,,,,,,,,,,,,,,國=10、英=7、自=8、有
134,亞洲大學,134132,職能治療學系,職治系,一般,--,--,2025/3/28,2025/5/7,2025/5/16,2025/5/18,,,,2025/5/28,2025/5/29,底標,底標,--,--,--,底標,--,0,3,0,0,0,0,--,0,學測國文、英文、自然之級分總和,學測英文級分,,,,,,,1,1.5,0,0,0,1,30,審查資料,面試,,,,,0,0,0,0,0,0,30,40,0,0,0,0,面試,學測英文級分,學測國文級分,學測自然級分,950,修課紀錄(A),課程學習成果(B、D、E),多元表現(G、H、I、N),學習歷程自述(O、P、Q),,,,"1.審查資料係依據學生所附之各項書面資料加以評量。
2.面試在評量學生的溝通表達能力、積極態度、邏輯分析、發展潛力及對本學系與專業的了解程度。
3.本校將於表定時間範圍內協助調整面試時程。",1.本系培養職能治療專業人才，學生畢業後即具備「職能治療師」國考資格，取得證照後，可進入醫療院所之復健科或身心科、兒童發展中心、早期療育機構、長期照護機構、衛福部療養中心、學校單位、職業評估中心、科技輔具公司等專業領域工作，亦能自行開業。2.本系學習重點涵蓋：分析與統整專業理論、理解與操作評量工具、演練及應用治療技術等，宜具備適當視覺、聽覺、語言、辨色、溝通及情緒控管能力。3.學生宜具備下列特質：喜歡與人互動、能獨立思考、具服務熱誠。4.學系網頁http://ot.asia.edu.tw，學系電話：04-23323456#6362。,76,0,0,6,0,,0,228,,,,,,,,,,,,,,,,,英=8、有
134,亞洲大學,134142,物理治療學系,物治系,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/29,後標,後標,--,--,--,後標,--,5,3,0,0,0,4,--,0,學測國文、英文、自然之級分總和,學測國文級分,,,,,,,1,2,0,0,0,1.5,30,審查資料,面試,,,,,0,0,0,0,0,0,30,40,0,0,0,0,面試,學測英文級分,學測自然級分,學測國文級分,950,修課紀錄(A),課程學習成果(B、C、D、E),多元表現(F、I、L、M、N),學習歷程自述(O、P、Q),自傳,,(無),"1、審查資料係依據學生所附之各項書面資料加以評量。
2、面試在評量學生的表達能力、英文能力、生涯規劃、發展潛力及本學系相關知識。
3、本校將於表定時間範圍內協助調整面試時程。",本系教育宗旨為培養卓越的物理治療專業人才，除了必修四大專科（神經物理治療、肌骨物理治療、小兒物理治療及心肺物理治療），另可選修『物理治療與長期照護』或『醫療科技創新』特色學程，學生宜具有良好體能、視、聽覺功能、口語表達、人際溝通、協調及情緒控管能力。畢業生除具備物理治療師專技高考資格及多元的進修管道外，取得物理治療師證照後，可擔任醫院、學校、特教、長照、社福等機構及運動團隊之物理治療師，科技輔具研發及銷售，也可自行設立物理治療所及相關科技產品公司。系網：http://pt.asia.edu.tw,31,0,0,3,0,,0,93,,,,,,,,,,,,,,,,,國=12、自=10、英=10、有
134,亞洲大學,134152,護理學系國際護理組,國際護理組,一般,--,--,2025/3/28,2025/5/7,2025/5/16,2025/5/18,,,,2025/5/28,2025/5/29,--,底標,--,--,--,--,--,0,3,0,0,0,0,--,0,學測國文、英文之級分總和,學測英文級分,學測國文級分,,,,,,1,1.5,0,0,0,0,20,審查資料,面試,,,,,0,0,0,0,0,0,35,45,0,0,0,0,面試,同級分超額篩選科目一,審查資料,,950,修課紀錄(A),課程學習成果(B),多元表現(F、I、M、N),學習歷程自述(P、Q),,,,"1.審查資料係依據學生所附之各項書面資料加以評量。 
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及本學系相關知識。
3.本校將於表定時間範圍內協助調整面試時程。
4.本學系「國際護理組」、「智慧護理組」、「臨床照護組」考生僅可選擇一組報名；大一下可依生涯規劃調整所選系組。",本系組旨在培育照顧國際病患及具跨國移動力之人才，入學後修讀考選部規定之考照必修課程及國際護理學程(含全英課程及美、日、澳、新加坡多國國際護理實習)，畢業得報考護理師國考。此外，為增進就業競爭力，特調整課程規劃含18學分以上公衛師考照課程，依公衛師法得報考公共衛生師國考。本校與中醫大為中亞聯合大學，入學後得申請中醫大雙主修、輔系，以及中亞聯大醫療體系在學獎助學金，畢業後立即就業。本系具大量實務操作，適合健康體魄、能管控情緒者。考生僅可選擇一系組報名，大一下可適性調整組別。網址https://nur.asia.edu.tw/,35,0,0,7,0,,0,105,,,,,,,,,,,,,,,,,英=7、有
134,亞洲大學,134162,護理學系智慧護理組,智慧護理組,一般,--,--,2025/3/28,2025/5/7,2025/5/16,2025/5/18,,,,2025/5/28,2025/5/29,--,--,--,--,--,底標,--,0,0,0,0,0,3,--,0,學測國文、自然之級分總和,學測國文級分,學測自然級分,,,,,,1,0,0,0,0,1,20,審查資料,面試,,,,,0,0,0,0,0,0,35,45,0,0,0,0,面試,同級分超額篩選科目一,審查資料,,950,修課紀錄(A),課程學習成果(B),多元表現(F、I、M、N),學習歷程自述(P、Q),,,,"1.審查資料係依據學生所附之各項書面資料加以評量。 
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及本學系相關知識。
3.本校將於表定時間範圍內協助調整面試時程。
4.本學系「國際護理組」、「智慧護理組」、「臨床照護組」考生僅可選擇一組報名；大一下可依生涯規劃調整所選系組。",本系組旨在培育AI與護理跨域應用人才，入學後需修讀考選部規定之考照必修課程及智慧護理學程(含人工智慧概論、智慧人機互動、生成式AI醫療照護應用等課程)，畢業時得報考護理師國家考試。為增進就業競爭力，特調整課程規劃含18學分以上公衛師考照課程，依公衛師法得報考公共衛生師國考。本校與中醫大為中亞聯合大學，入學後得申請中醫大雙主修、輔系，以及中亞聯大醫療體系在學獎助學金，畢業後立即就業。本系具大量實務操作，適合健康體魄、能管控情緒者。考生僅可選擇一系組報名，大一下可適性調整組別。網址https://nur.asia.edu.tw/,38,0,0,4,0,,0,114,,,,,,,,,,,,,,,,,自=5、--
134,亞洲大學,134172,護理學系臨床照護組,臨床照護組,一般,--,--,2025/3/28,2025/5/7,2025/5/16,2025/5/18,,,,2025/5/28,2025/5/29,底標,--,--,--,--,--,--,3,0,0,0,0,0,--,0,學測國文、英文之級分總和,學測國文級分,,,,,,,1,1,0,0,0,0,20,審查資料,面試,,,,,0,0,0,0,0,0,35,45,0,0,0,0,面試,同級分超額篩選科目一,審查資料,,950,修課紀錄(A),課程學習成果(B),多元表現(F、I、M、N),學習歷程自述(P、Q),,,,"1.審查資料係依據學生所附之各項書面資料加以評量。 
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及本學系相關知識。
3.本校將於表定時間範圍內協助調整面試時程。
4.本學系「國際護理組」、「智慧護理組」、「臨床照護組」考生僅可選擇一組報名；大一下可依生涯規劃調整所選系組。",本組旨在深化臨床照護知識與技能，入學後需修讀考選部規定之考照必修課程及臨床護理學程(含臨床護理資訊應用、實證護理、護病溝通等實務課程)，畢業時得報考護理師國家考試。此外，為增進就業競爭力，特調整課程規劃含18學分以上公衛師考照課程，依公衛師法得報考公共衛生師國考。本校與中醫大為中亞聯合大學，入學後得申請中醫大雙主修、輔系，以及中亞聯大醫療體系在學獎助學金，畢業後立即就業。本系具大量實務操作，適合健康體魄、能管控情緒者。考生僅可選擇一系組報名，大一下可適性調整組別。網址https://nur.asia.edu.tw/,48,0,0,3,0,,0,144,,,,,,,,,,,,,,,,,國=11、有
134,亞洲大學,134182,長期照護學系,長照系,一般,--,--,2025/3/28,2025/5/7,2025/5/16,2025/5/18,,,,2025/5/28,2025/5/29,底標,--,--,--,--,--,--,3,0,0,0,0,0,--,0,學測國文級分,,,,,,,,1,0,0,0,0,0,20,審查資料,面試,,,,,0,0,0,0,0,0,35,45,0,0,0,0,面試,學測國文級分,審查資料,,950,多元表現(F、I、M、N),學習歷程自述(P、Q),,,,,(無),"1.審查資料係依據學生所附之各項書面資料加以評量。
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及本學系相關知識。
3.本校將於表定時間範圍內協助調整面試時程。",本系課程含健康促進、長期照護、產業管理、公共衛生及智慧創新五大特色，培育具長照專業技能、跨域合作、智慧科技應用之長期照護專業實務人才，並得報考公衛師國考。畢業可擔任個案管理師、照顧管理專員或督導、居家服務督導、長照公部門人員、居家/社區/機構各類型長照服務負責人，或投入長照智慧科技產業。本系隸屬護理學院，長照實務技能培育紮實，入學後可申請護理學系雙主修。亞大附醫(含豐原分院住宿長照機構)提供在學四年獎助學金，畢業立即就業。可選讀全台唯一長期照護人工智慧應用跨領域學程。學系網頁https://ltc.asia.edu.tw/,41,0,0,3,0,,0,123,,,,,,,,,,,,,,,,,國=9、有
134,亞洲大學,134192,生物資訊與醫學工程學系生醫資訊組,生醫資訊組,一般,--,--,2025/3/28,2025/5/7,2025/5/16,2025/5/18,,,,2025/5/28,2025/5/29,--,底標,--,--,--,--,--,8,3,0,0,0,0,--,0,學測國文、英文、自然之級分總和,,,,,,,,1,1,0,0,0,2,10,審查資料,面試,,,,,0,0,0,0,0,0,40,50,0,0,0,0,面試,審查資料,同級分超額篩選科目一,,950,修課紀錄(A),課程學習成果(D),多元表現(I、K、L、N),學習歷程自述(P、Q),自我成長及特色學習,,上列項目皆為評分項目，申請同學請準備所有資料送審。,"1.審查資料係依據學生所附之各項書面資料加以評量。
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及本學系相關知識。
3.本校將於表訂時間範圍內協助調整面試時程。","1.生醫資訊是一門結合醫學生物、資訊與管理的學科。本組旨在培養以資訊技術應用於醫療、健康與生物相關的資訊分析專業人才。學生畢業後可從事精準醫療，如疾病診斷、治療、預測與預防、藥物開發、生醫資訊系統、資訊科技、醫療3D列印與生物科技研發之相關工作。
系網:http://bime.asia.edu.tw，電話:(04)23323456分機6193。
2.本系「生醫資訊組」及「醫學工程組」考生僅可選擇一組報名，入學後可選修兩組課程。",35,0,0,0,0,,0,105,,,,,,,,,,,,,,,,,國=4、數B=5、有
134,亞洲大學,134202,生物資訊與醫學工程學系醫學工程組,醫學工程組,一般,--,--,2025/3/28,2025/5/7,2025/5/16,2025/5/18,,,,2025/5/28,2025/5/29,--,--,--,--,--,底標,--,8,3,0,0,0,0,--,0,學測國文、英文、自然之級分總和,,,,,,,,1,1,0,0,0,2,10,審查資料,面試,,,,,0,0,0,0,0,0,40,50,0,0,0,0,面試,審查資料,同級分超額篩選科目一,,950,修課紀錄(A),課程學習成果(D),多元表現(I、K、L、N),學習歷程自述(P、Q),自我成長及特色學習,,上列項目皆為評分項目，申請同學請準備所有資料送審。,"1.審查資料係依據學生所附之各項書面資料加以評量。
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及本學系相關知識。
3.本校將於表訂時間範圍內協助調整面試時程。","1.醫學工程為跨領域之學科，結合生物、醫療與工程技術。本組旨在培養具工程技術並可整合生物、醫療技術之醫學工程專業人才。畢業後可從事醫療器材設計、醫學材料研發、電子醫療設備、醫療3D列印、醫學設備品保、安規、維修等相關專業工作。
系網:http://bime.asia.edu.tw，電話:(04)23323456分機6193。
2.本系「生醫資訊組」及「醫學工程組」考生僅可選擇一組報名，入學後可選修兩組課程。",34,0,0,0,0,,0,102,,,,,,,,,,,,,,,,,國=9、數B=5、有
134,亞洲大學,134212,資訊工程學系人工智慧與機器人組,AI機器人組,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/29,底標,--,--,--,--,--,--,3,0,0,0,0,0,--,0,學測國文、英文、數學A之級分總和,,,,,,,,1,1,1,0,0,0,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,學測國文級分,學測英文級分,學測數學A級分,,950,修課紀錄(A),課程學習成果(B、C),多元表現(F、L、N),學習歷程自述(Q),,,上列項目皆為評分項目，申請同學請準備所有資料送審。,"1.審查資料係依據學生所附之各項書面資料加以評量。
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及本學系相關知識。
3.本校將於表定時間範圍內協助調整面試時程。","1.培育人工智慧與機器人領域的專業科技人才，結合AI技術與機器人應用，提供學生完整的理論與實務課程，涵蓋人工智慧、機器學習、機器人控制等，強化跨領域整合能力，並培養創新思維與解決問題的技能。
2.系網：http://csie.asia.edu.tw，電話(04)23323456分機6101。
3.本系「人工智慧與機器人組」、「半導體資訊組」、「APCS組」及「資安組」，考生僅可擇一報名。",35,0,0,4,0,,0,105,,,,,,,,,,,,,,,,,國=11、有
134,亞洲大學,134222,資訊工程學系半導體資訊組,半導體組,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/29,--,--,底標,--,--,--,--,0,0,3,0,0,0,--,0,學測英文、數學A之級分總和,,,,,,,,0,1,1,0,0,0,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,學測英文級分,學測數學A級分,,,950,修課紀錄(A),課程學習成果(B、C),多元表現(F、L、N),學習歷程自述(Q),,,上列項目皆為評分項目，申請同學請準備所有資料送審。,上列項目皆為評分項目，申請同學請準備所有資料送審。,"1.培育半導體資訊領域的專業科技人才，專注於晶片設計、製造與測試技術，結合前沿科技，提升學生的創新能力與跨領域專業素養，應對產業需求。
2.系網：http://csie.asia.edu.tw，電話(04)23323456#6101、6181。
3.本系「人工智慧與機器人組」、「半導體資訊組」、「APCS組」及「資安組」，考生僅可擇一報名。",35,0,0,4,0,,0,105,,,,,,,,,,,,,,,,,數B=8、有
134,亞洲大學,134232,資訊工程學系(APCS組),APCS組,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/29,--,底標,--,--,--,--,--,0,10,0,0,0,0,--,0,學測英文、數學A之級分總和,,,,2級,20,--,--,0,1,1,0,0,0,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,學測英文級分,學測數學A級分,,,950,修課紀錄(A),課程學習成果(B、C),多元表現(F、L、N),學習歷程自述(Q),,,上列項目皆為評分項目，申請同學請準備所有資料送審。,"1.審查資料係依據學生所附之各項書面資料加以評量。
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及本學系相關知識。
3.本校將於表定時間範圍內協助調整面試時程。","1.本系發展：人工智慧與機器人、半導體資訊及資訊安全等相關領域，提升學生的創新能力與跨領域專業素養，應對產業需求。
2.系網：http://csie.asia.edu.tw，電話(04)23323456#6101、6181。
3.本系「人工智慧與機器人組」、「半導體資訊組」、「APCS組」及「資安組」，考生僅可擇一報名。",5,0,0,0,0,,0,50,,,,,,,,,,,,,,,,,無資料
134,亞洲大學,134242,資訊工程學系(資安組),資安組,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/29,--,底標,--,--,--,底標,--,0,0,16,0,0,0,--,0,學測英文、數學A、自然之級分總和,,,,,,,,0,1,0,0,0,1,40,審查資料,面試,,,,,0,0,0,0,0,0,30,30,0,0,0,0,學測英文級分,學測自然級分,學測數學A級分,,950,修課紀錄(A),課程學習成果(B、C),多元表現(F、L、N),學習歷程自述(Q),資安相關學習經驗,,1.列項目皆為評分項目，申請同學請準備所有資料送審。2.若有參與資安檢測（例如APCS檢測）、資安競賽等活動或資安相關學習經歷，請務必上傳至其他（R．資安相關學習經驗）。,"1.審查資料係依據學生所附之各項書面資料加以評量。
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及本學系相關知識。
3.本校將於表定時間範圍內協助調整面試時程。","1.培育資訊安全領域的專業科技人才，專注於網路安全、加密技術與威脅分析等核心技術，提供學生完整的理論與實務課程，強化風險管理與防護能力，應對數位時代的安全挑戰。
2.系網：http://csie.asia.edu.tw，電話(04)23323456分機6101
3.本系「人工智慧與機器人組」、「半導體資訊組」、「APCS組」及「資安組」，考生僅可擇一報名。",3,0,0,0,0,,0,48,,,,,,,,,,,,,,,,,數B=0、--
134,亞洲大學,134252,人工智慧學系,AI系,一般,--,--,2025/3/28,2025/5/7,2025/5/16,2025/5/18,,,,2025/5/28,2025/5/29,底標,--,--,--,底標,--,--,0,0,0,0,0,0,國社,3,學測國文、社會之級分總和,,,,,,,,1,0,0,0,1,0,20,審查資料,面試,,,,,0,0,0,0,0,0,35,45,0,0,0,0,面試,審查資料,同級分超額篩選科目一,,950,修課紀錄(A),課程學習成果(B、C),多元表現(G、H、I、M、N),學習歷程自述(O、P、Q),,,上列項目皆為評分項目，申請同學請準備所有資料送審。,"1.審查資料係依據學生所附之各項書面資料加以評量。
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及本學系相關知識。
3.本校將於表定時間範圍內協助調整面試時程。",本系培育人工智慧應用人才，專注於AI技術解決實際問題，以「智慧應用」及「智慧商務」為教學核心，強調AI技術在多媒體設計、虛擬實境(VR)、學習科技、與智慧商業數據分析等的實際應用。整合本校資電學院及亞大附屬醫院AI系統及設備，提供學生實際操作學習及證照考試，學用零落差。系網：https://mcma.asia.edu.tw/,73,0,0,8,0,,0,219,,,,,,,,,,,,,,,,,國+社=19、有
134,亞洲大學,134262,資訊傳播學系,資傳系,一般,--,--,2025/3/28,2025/5/7,2025/5/16,2025/5/18,,,,2025/5/28,2025/5/29,底標,--,--,--,--,--,--,3,0,0,0,0,0,--,0,學測國文級分,,,,,,,,1,0,0,0,0,0,30,審查資料,面試,,,,,0,0,0,0,0,0,30,40,0,0,0,0,面試,審查資料,學測國文級分,,950,修課紀錄(A),課程學習成果(C、E),多元表現(F、J、K、M、N),學習歷程自述(O、P、Q),,,上列項目皆為評分項目，申請同學請準備所有資料送審。,"1.審查資料係依據學生所附之各項書面資料加以評量。
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及本學系相關知識。
3.本校將於表定時間範圍內協助調整面試時程。",因應當前資訊與傳播科技之發展趨勢，本系以培養優秀的新媒體傳播產業專業人才為目標。我們擁有優秀的師資、先進豐富的教學與研究設備、LVS智慧攝影棚與虛擬製作系統。課程設計以實務導向的理念，並根據最新傳播產業趨勢規劃特色專長模組，結合業界師資協同教學，推動實習、7+1學制讓學習與就業無縫接軌。系網:http://infocom.asia.edu.tw，電話(04)23323456#6163。,47,0,0,7,0,,0,141,,,,,,,,,,,,,,,,,國=9、有
134,亞洲大學,134272,經營管理學系行銷與企業管理組,經管行企組,一般,--,--,2025/3/28,2025/5/7,2025/5/16,2025/5/18,,,,2025/5/28,2025/5/29,底標,--,--,--,--,--,--,3,0,0,0,0,0,--,0,學測國文級分,,,,,,,,1,0,0,0,0,0,20,審查資料,面試,,,,,0,0,0,0,0,0,35,45,0,0,0,0,面試,審查資料,學測國文級分,,950,多元表現(G、J、N),學習歷程自述(O、P、Q),,,,,,"1.審查資料依據學生所附之各項書面資料加評量。
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及對本系之認同度。
3.本校將於表定時間範圍內協助調整面試時程。","1.經管系具備九大特色與優勢，涵蓋有企業數位學習與實務、人工智慧應用、網路行銷與社群經營、數位轉型與創新、電子商務創新模式、創業實作、海外實習、國際交換生、國際雙聯學位。有能力培養具備智慧化應用、創新化能力、國際化視野的專業管理人才。行企組課程設計符合時代潮流善用資訊科技創造有感管理，並搭配實務論壇、企業運用系統以及海外參訪等活動，促使課程能兼具理論與實務。
2.本系「行銷與企業管理組」及「休閒遊憩管理組」考生僅可選擇一組報名，入學後可選修就讀的學程。系網：https://dba.asia.edu.tw/",50,0,0,8,0,,0,150,,,,,,,,,,,,,,,,,國=10、有
134,亞洲大學,134282,經營管理學系休閒遊憩管理組,經管休憩組,一般,--,--,2025/3/28,2025/5/7,2025/5/16,2025/5/18,,,,2025/5/28,2025/5/29,--,--,--,--,底標,--,--,0,0,0,0,3,0,--,0,學測社會級分,,,,,,,,0,0,0,0,1,0,20,審查資料,面試,,,,,0,0,0,0,0,0,35,45,0,0,0,0,面試,審查資料,學測社會級分,,950,多元表現(G、J、N),學習歷程自述(O、P、Q),,,,,,"1.審查資料依據學生所附之各項書面資料加評量。
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及對本系之認同度。
3.本校將於表定時間範圍內協助調整面試時程。","1.經管系具備九大特色與優勢，涵蓋有企業數位學習與實務、人工智慧應用、網路行銷與社群經營、數位轉型與創新、電子商務創新模式、創業實作、海外實習、國際交換生、國際雙聯學位。有能力培養具備智慧化應用、創新化能力、國際化視野的專業管理人才。休憩組可熟悉休閒理論與實務，透過休閒產業個案分析、移地教學參訪、全球永續觀光、觀光餐旅創新管理等課程，融入休閒產業等研究及分析應用。
2.本系「行銷與企業管理組」及「休閒遊憩管理組」考生僅可選擇一組報名，入學後可選修就讀的學程。系網https://dba.asia.edu.tw/",29,0,0,4,0,,0,87,,,,,,,,,,,,,,,,,社=9、有
134,亞洲大學,134292,會計與資訊學系,會資系,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/29,底標,--,--,--,--,--,--,0,0,0,0,3,0,--,0,學測國文、社會之級分總和,,,,,,,,1,0,0,0,1,0,30,審查資料,面試,,,,,0,0,0,0,0,0,30,40,0,0,0,0,面試,審查資料,同級分超額篩選科目一,,950,修課紀錄(A),多元表現(F、G、I、M、N),學習歷程自述(O、P、Q),,,,,"1.審查資料係依據學生所附之各項書面資料加以評量。
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及對本學系之認同度與相關知識。
3.本校將於表定時間範圍內協助調整面試時程。","1. 亞大會資系宗旨：培養具國際趨勢特色的智慧永續會計人才。
2. 亞大會資系三大特色：智慧永續會計．接軌國際．保證就業。
3. 亞大會資系八大亮點：管理學院榮獲AACSB認證、與企業緊密結合、教師除具有會計資訊博士學位外另擁有專業證照、迎合產業需求創造加值的永續智慧會計人才、課程通過英國與澳洲會計師公會認證並與美國管理會計師公會簽訂MOU、每年多元企業捐款、免費專業證照與國考輔導、多元國際學習有全英文課程選項。系網：https://ai.asia.edu.tw。 連絡電話：(04)23323456#5401",33,0,0,4,0,,0,99,,,,,,,,,,,,,,,,,社=10、有
134,亞洲大學,134302,財務金融學系智能投資組,智能投資組,一般,--,--,2025/3/28,2025/5/7,2025/5/17,2025/5/18,,,,2025/5/28,2025/5/29,底標,--,--,--,--,--,--,3,0,0,0,0,0,--,0,學測國文級分,,,,,,,,1,0,0,0,0,0,30,審查資料,面試,,,,,0,0,0,0,0,0,30,40,0,0,0,0,面試,審查資料,學測國文級分,,950,課程學習成果(B),多元表現(F、G、K、M、N),學習歷程自述(O、P、Q),,,,1.上列項目皆為評分項目，請準備相關資料送審。2.審查資料係依據學生所附之各項書面資料加以評量。,"1.審查資料係依據學生所附之各項書面資料加以評量。
2.面試在評量學生的儀態風度、表達能力、邏輯分析、發展潛力及就讀本學系之契合度。
3.本校將於表定時間範圍內協助調整面試時程。",本系著重專業理論與實務技能之教學，另本系設有多間財金專業實驗室，提供學生最完整之金融資訊化教學。智能投資組主要學習內容包括投資大數據分析、模擬證券交易、財富管理、共同基金管理、資產管理以及投資組合分析等。最終目標使畢業生能於金融相關產業充分就業。學系網頁：https://fn.asia.edu.tw/。本組別屬招生分組。,30,0,0,4,0,,0,90,,,,,,,,,,,,,,,,,國=10、有
